client_id,age,situation_familiale,profession,region,anciennete_mois,produit_principal,niveau_couverture,canal_souscription,prime_mensuelle_eur,nb_sinistres_12m,montant_sinistres_eur,nb_appels_support_12m,nb_avenants_contrat,retard_paiement_nb,score_satisfaction,resiliation_anterieure,date_souscription,date_derniere_interaction,churned
CLT01029,29,Marié(e),Fonctionnaire,Hauts-de-France,36,Assurance Vie,Essentiel,Web,64.96,0,0.0,0.0,1,0,5.0,0,2023-06-02,2023-08-28,0
CLT01030,48,Marié(e),Indépendant,Grand Est,72,Assurance Auto,Confort,Courtier,113.25,0,0.0,,1,1,3.0,0,2022-06-05,2023-11-29,0
CLT01031,70,Veuf/Veuve,Retraité,Grand Est,72,Assurance Vie,Essentiel,Web,53.02,0,0.0,0.0,2,0,4.0,0,2023-04-15,2024-06-24,0
CLT01032,63,Veuf/Veuve,Indépendant,Île-de-France,84,Multirisque Pro,Premium,Courtier,405.49,0,0.0,1.0,3,1,2.0,0,2022-01-11,2024-01-15,1
CLT01033,55,Marié(e),Retraité,Bretagne,12,Multirisque Pro,Essentiel,Agence,238.89,0,0.0,5.0,0,0,5.0,1,2022-06-18,2023-09-05,0
CLT01034,60,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,132,Assurance Auto,Confort,Agence,122.68,0,0.0,0.0,0,0,4.0,0,2022-10-30,2024-01-02,0
CLT01035,69,Marié(e),Salarié,Bretagne,168,Assurance Vie,Premium,Courtier,118.2,1,394.62,4.0,0,3,1.0,0,2022-10-14,2024-04-06,1
CLT01036,73,En couple,Sans emploi,Hauts-de-France,108,Multirisque Pro,Essentiel,Téléphone,201.4,1,609.84,0.0,3,0,2.0,1,2023-10-02,2024-05-15,1
CLT01037,54,Marié(e),Salarié,Occitanie,24,Assurance Santé,Premium,Téléphone,261.43,0,0.0,2.0,3,0,4.0,0,2022-02-07,2023-08-11,0
CLT01038,26,En couple,Salarié,Nouvelle-Aquitaine,156,Assurance Santé,Confort,Web,191.92,0,0.0,2.0,3,0,5.0,1,2023-06-08,2024-03-16,0
CLT01039,37,Célibataire,Salarié,Auvergne-Rhône-Alpes,84,Assurance Santé,Premium,Courtier,277.94,0,0.0,0.0,2,0,4.0,0,2023-07-07,2024-05-05,0
CLT01040,44,Célibataire,Salarié,Grand Est,12,Assurance Santé,Essentiel,Courtier,102.11,0,0.0,1.0,3,0,4.0,0,2023-01-17,2023-10-09,1
CLT01041,26,Célibataire,Retraité,Île-de-France,12,Multirisque Pro,Confort,Agence,286.54,0,0.0,4.0,0,0,4.0,1,2022-11-02,2024-06-10,0
CLT01042,38,En couple,Fonctionnaire,Occitanie,60,Assurance Auto,Confort,Courtier,132.44,0,0.0,0.0,0,0,3.0,0,2022-11-03,2023-08-21,0
CLT01043,39,En couple,Salarié,Grand Est,12,Multirisque Pro,Premium,Web,427.33,0,0.0,1.0,3,0,3.0,0,2022-12-02,2024-05-13,0
CLT01044,68,Célibataire,Indépendant,Hauts-de-France,84,Multirisque Pro,Essentiel,Courtier,228.26,0,0.0,0.0,0,0,5.0,1,2023-12-30,2024-04-16,0
CLT01045,44,Veuf/Veuve,Indépendant,Île-de-France,120,Assurance Vie,Essentiel,Agence,70.6,0,0.0,2.0,3,0,1.0,0,2023-05-03,2023-08-20,0
CLT01046,69,Veuf/Veuve,Fonctionnaire,Grand Est,36,Assurance Vie,Essentiel,Courtier,52.45,0,0.0,0.0,3,0,4.0,0,2023-08-22,2024-05-03,0
CLT01047,43,En couple,Indépendant,Grand Est,120,Assurance Vie,Confort,Téléphone,85.23,3,1571.67,4.0,1,2,3.0,0,2023-06-02,2023-08-06,0
CLT01048,41,Célibataire,Indépendant,Auvergne-Rhône-Alpes,168,Assurance Vie,Premium,Téléphone,123.3,1,2668.82,2.0,0,0,4.0,0,2023-04-12,2023-12-10,0
CLT01049,54,Célibataire,Sans emploi,Bretagne,120,Assurance Auto,Premium,Web,185.9,0,0.0,2.0,1,0,5.0,0,2023-02-23,2023-04-20,0
CLT01050,43,En couple,Salarié,Île-de-France,120,Assurance Auto,Confort,Courtier,123.34,1,342.39,0.0,0,0,4.0,0,2023-01-16,2023-11-24,0
CLT01051,45,Célibataire,Indépendant,Hauts-de-France,132,Assurance Santé,Confort,Courtier,166.71,0,0.0,2.0,1,0,,0,2022-05-26,2024-01-19,0
CLT01052,44,En couple,Indépendant,Nouvelle-Aquitaine,168,Assurance Vie,Essentiel,Courtier,70.21,0,0.0,0.0,2,0,4.0,0,2023-05-16,2023-05-17,0
CLT01053,55,Célibataire,Retraité,PACA,84,Assurance Auto,Premium,Courtier,172.61,1,2478.72,1.0,1,1,3.0,0,2023-05-08,2024-02-25,0
CLT01054,64,Veuf/Veuve,Retraité,Bretagne,132,Assurance Santé,Premium,Téléphone,286.55,2,4252.23,4.0,0,0,5.0,0,2023-09-13,2023-11-19,0
CLT01055,34,Veuf/Veuve,Indépendant,Hauts-de-France,60,Assurance Habitation,Premium,Téléphone,88.67,0,0.0,1.0,1,3,3.0,1,2022-11-30,2023-03-01,0
CLT01056,23,En couple,Retraité,Grand Est,24,Multirisque Pro,Premium,Téléphone,433.07,0,0.0,0.0,2,0,5.0,0,2022-12-14,2024-06-19,0
CLT01057,45,Célibataire,Indépendant,Nouvelle-Aquitaine,12,Assurance Auto,Premium,Téléphone,173.4,0,0.0,1.0,1,1,,0,2023-12-26,2024-01-01,0
CLT01058,74,Célibataire,Indépendant,PACA,60,Multirisque Pro,Premium,Courtier,380.23,0,0.0,0.0,1,2,4.0,0,2023-09-26,2024-06-29,0
CLT01059,60,Célibataire,Salarié,Hauts-de-France,120,Multirisque Pro,Essentiel,Web,235.15,0,0.0,1.0,3,0,3.0,0,2023-11-06,2024-03-21,0
CLT01060,66,En couple,Sans emploi,Occitanie,144,Assurance Habitation,Essentiel,Courtier,41.7,1,2391.42,1.0,0,0,4.0,0,2023-03-31,2023-05-13,0
CLT01061,23,Célibataire,Retraité,Grand Est,144,Multirisque Pro,Premium,Courtier,349.63,0,0.0,0.0,2,0,4.0,1,2022-01-24,2023-01-07,1
CLT01062,24,Marié(e),Retraité,Île-de-France,120,Assurance Vie,Essentiel,Téléphone,60.71,0,0.0,0.0,0,3,5.0,0,2022-09-21,2022-12-23,0
CLT01063,71,En couple,Indépendant,Nouvelle-Aquitaine,168,Assurance Auto,Essentiel,Web,79.95,1,846.64,2.0,2,0,4.0,0,2022-09-19,2022-12-19,0
CLT01064,32,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,132,Assurance Habitation,Confort,Téléphone,61.18,0,0.0,0.0,0,0,5.0,0,2022-11-30,2023-06-03,0
CLT01065,38,Veuf/Veuve,Salarié,Nouvelle-Aquitaine,72,Assurance Auto,Premium,Agence,159.62,0,0.0,1.0,1,0,3.0,0,2022-11-24,2023-04-18,0
CLT01066,35,Célibataire,Salarié,Grand Est,156,Assurance Vie,Confort,Courtier,84.99,1,2260.62,0.0,1,0,3.0,0,2022-07-27,2023-03-29,1
CLT01067,57,Veuf/Veuve,Salarié,Hauts-de-France,144,Multirisque Pro,Premium,Web,377.56,2,2156.02,2.0,2,0,4.0,0,2022-10-03,2022-12-04,0
CLT01068,29,Veuf/Veuve,Salarié,PACA,72,Assurance Santé,Confort,Téléphone,144.74,2,4230.54,0.0,1,0,3.0,0,2023-02-22,2024-01-12,0
CLT01069,33,En couple,Sans emploi,PACA,60,Assurance Habitation,Essentiel,Courtier,48.45,0,0.0,,2,0,3.0,0,2023-10-30,2024-05-18,0
CLT01070,37,Célibataire,Sans emploi,Hauts-de-France,108,Assurance Habitation,Confort,Téléphone,66.24,3,1833.93,4.0,0,0,4.0,1,2022-07-28,2022-12-20,1
CLT01071,74,Veuf/Veuve,Sans emploi,Occitanie,48,Assurance Santé,Premium,Web,226.43,0,0.0,2.0,1,0,3.0,0,2023-04-08,2023-04-29,0
CLT01072,61,Célibataire,Salarié,Auvergne-Rhône-Alpes,168,Assurance Auto,Confort,Courtier,134.21,0,0.0,1.0,0,0,5.0,0,2023-05-09,2023-09-25,1
CLT01073,71,En couple,Sans emploi,Bretagne,48,Multirisque Pro,Confort,Téléphone,302.57,1,292.55,0.0,0,0,3.0,0,2023-06-07,2023-10-29,0
CLT01074,51,Célibataire,Retraité,Nouvelle-Aquitaine,48,Assurance Auto,Essentiel,Agence,84.05,3,6020.9,1.0,3,1,3.0,1,2023-12-17,2024-01-17,1
CLT01075,46,En couple,Sans emploi,Grand Est,48,Assurance Habitation,Premium,Courtier,90.02,0,0.0,0.0,0,0,5.0,0,2023-06-01,2023-11-10,0
CLT01076,29,Marié(e),Indépendant,Hauts-de-France,132,Assurance Santé,Premium,Courtier,228.65,2,4683.36,,1,0,4.0,0,2023-11-10,2024-01-31,0
CLT01077,37,Célibataire,Indépendant,Bretagne,36,Assurance Santé,Essentiel,Téléphone,143.16,2,3619.27,0.0,0,0,4.0,1,2023-10-24,2024-06-16,1
CLT01078,63,Célibataire,Indépendant,Île-de-France,72,Assurance Auto,Premium,Téléphone,142.66,0,0.0,3.0,2,0,4.0,1,2023-02-28,2023-12-09,0
CLT01079,67,Célibataire,Retraité,PACA,48,Assurance Vie,Confort,Agence,95.61,1,2411.93,2.0,0,0,4.0,0,2023-11-20,2023-12-21,0
CLT01080,43,En couple,Salarié,Grand Est,120,Assurance Santé,Confort,Courtier,146.08,1,2616.48,1.0,1,0,4.0,0,2022-05-08,2023-08-24,0
CLT01081,54,En couple,Salarié,Île-de-France,108,Assurance Santé,Essentiel,Téléphone,129.95,4,8957.93,1.0,0,2,3.0,0,2022-10-15,2023-10-16,1
CLT01082,39,En couple,Retraité,Occitanie,108,Assurance Habitation,Essentiel,Courtier,42.4,0,0.0,1.0,0,0,,0,2023-01-07,2023-02-13,0
CLT01083,51,En couple,Retraité,Île-de-France,12,Assurance Santé,Confort,Web,191.15,1,2900.29,0.0,2,2,4.0,0,2022-04-24,2023-02-02,1
CLT01084,44,En couple,Sans emploi,Auvergne-Rhône-Alpes,156,Multirisque Pro,Premium,Téléphone,368.05,4,9779.57,2.0,3,1,2.0,0,2023-11-20,2024-05-12,0
CLT01085,34,En couple,Salarié,PACA,156,Multirisque Pro,Premium,Web,343.24,0,0.0,0.0,0,0,5.0,1,2022-05-11,2023-01-31,0
CLT01086,73,Célibataire,Sans emploi,Occitanie,168,Multirisque Pro,Essentiel,Courtier,172.13,0,0.0,3.0,1,0,5.0,0,2023-09-22,2024-01-29,0
CLT01087,65,Célibataire,Fonctionnaire,Grand Est,12,Multirisque Pro,Confort,Agence,273.98,2,2105.96,1.0,0,0,4.0,0,2023-03-19,2024-05-24,1
CLT01088,49,Veuf/Veuve,Fonctionnaire,Hauts-de-France,24,Assurance Vie,Confort,Agence,100.79,2,5403.37,2.0,0,2,5.0,1,2023-06-14,2023-07-06,1
CLT01089,47,Veuf/Veuve,Fonctionnaire,Grand Est,168,Assurance Habitation,Essentiel,Courtier,48.01,0,0.0,,1,0,5.0,0,2022-01-06,2023-02-11,0
CLT01090,41,En couple,Retraité,Île-de-France,96,Assurance Habitation,Confort,Agence,60.85,0,0.0,1.0,1,2,4.0,0,2022-03-18,2022-11-28,0
CLT01091,63,Célibataire,Salarié,Nouvelle-Aquitaine,144,Assurance Habitation,Essentiel,Courtier,45.22,0,0.0,2.0,2,0,4.0,0,2022-01-29,2023-06-04,0
CLT01092,27,En couple,Salarié,Nouvelle-Aquitaine,120,Assurance Vie,Essentiel,Courtier,62.55,0,0.0,1.0,0,0,4.0,0,2023-04-30,2023-08-30,0
CLT01093,31,Célibataire,Sans emploi,Occitanie,132,Assurance Santé,Essentiel,Courtier,136.93,3,6900.78,2.0,1,1,4.0,1,2023-09-27,2024-05-08,0
CLT01094,25,Célibataire,Salarié,PACA,96,Assurance Auto,Premium,Téléphone,169.79,0,0.0,3.0,2,0,4.0,0,2022-02-04,2023-02-25,0
CLT01095,67,Célibataire,Retraité,Auvergne-Rhône-Alpes,84,Assurance Santé,Premium,Agence,241.83,0,0.0,1.0,0,1,5.0,0,2022-02-26,2022-12-31,0
CLT01096,58,Célibataire,Salarié,PACA,156,Multirisque Pro,Premium,Téléphone,370.4,0,0.0,0.0,0,1,5.0,1,2023-07-27,2023-08-22,0
CLT01097,59,Veuf/Veuve,Indépendant,PACA,12,Assurance Santé,Confort,Téléphone,164.47,0,0.0,2.0,1,2,4.0,0,2023-09-06,2023-09-11,0
CLT01098,32,Célibataire,Fonctionnaire,Grand Est,96,Assurance Vie,Confort,Téléphone,71.6,0,0.0,0.0,1,1,4.0,1,2023-10-29,2024-06-25,0
CLT01099,55,Célibataire,Salarié,Occitanie,132,Assurance Auto,Confort,Courtier,101.16,2,5399.66,1.0,1,0,3.0,1,2022-01-13,2023-09-14,0
CLT01100,54,Marié(e),Fonctionnaire,Auvergne-Rhône-Alpes,120,Assurance Auto,Premium,Web,155.31,2,2032.49,1.0,3,3,4.0,0,2023-03-08,2023-11-09,1
CLT01101,52,En couple,Salarié,Occitanie,96,Multirisque Pro,Confort,Web,283.99,0,0.0,0.0,2,3,5.0,0,2022-03-03,2022-07-11,0
CLT01102,26,Marié(e),Sans emploi,Bretagne,84,Assurance Santé,Premium,Téléphone,238.43,0,0.0,,0,1,3.0,1,2023-07-09,2023-09-21,0
CLT01103,39,Marié(e),Fonctionnaire,Bretagne,144,Assurance Habitation,Confort,Courtier,56.23,1,2167.81,1.0,3,1,4.0,0,2022-01-09,2023-06-23,0
CLT01104,40,En couple,Sans emploi,Île-de-France,156,Multirisque Pro,Premium,Web,453.03,1,1050.42,5.0,2,0,4.0,0,2023-07-27,2023-08-23,0
CLT01105,23,En couple,Salarié,Occitanie,120,Assurance Vie,Confort,Web,72.02,0,0.0,2.0,2,0,1.0,0,2022-12-16,2023-06-27,1
CLT01106,72,Marié(e),Sans emploi,Bretagne,168,Assurance Vie,Premium,Téléphone,111.53,0,0.0,0.0,3,3,4.0,1,2022-11-03,2024-01-05,1
CLT01107,38,Célibataire,Retraité,Hauts-de-France,12,Assurance Santé,Essentiel,Agence,112.13,0,0.0,4.0,1,0,4.0,0,2022-08-13,2022-08-16,0
CLT01108,68,En couple,Indépendant,Hauts-de-France,48,Assurance Habitation,Premium,Web,93.56,1,1973.27,1.0,0,1,,0,2023-05-08,2024-05-18,1
CLT01109,60,Veuf/Veuve,Indépendant,Occitanie,12,Assurance Santé,Premium,Téléphone,212.61,1,463.79,2.0,2,0,5.0,0,2022-01-07,2023-01-13,1
CLT01110,68,Célibataire,Indépendant,Île-de-France,156,Assurance Auto,Essentiel,Courtier,72.07,2,487.15,1.0,3,0,5.0,0,2022-10-25,2024-01-18,0
CLT01111,57,Célibataire,Indépendant,Île-de-France,144,Assurance Habitation,Premium,Courtier,76.96,0,0.0,1.0,3,0,2.0,0,2022-07-22,2023-05-08,0
CLT01112,26,Marié(e),Sans emploi,Auvergne-Rhône-Alpes,144,Assurance Habitation,Essentiel,Courtier,44.08,0,0.0,3.0,1,1,4.0,0,2022-09-09,2023-03-10,0
CLT01113,36,Célibataire,Salarié,Nouvelle-Aquitaine,60,Assurance Habitation,Essentiel,Web,42.66,0,0.0,2.0,0,0,3.0,0,2023-11-25,2023-12-30,1
CLT01114,56,En couple,Fonctionnaire,Bretagne,48,Assurance Vie,Premium,Agence,136.04,2,2704.76,1.0,3,0,2.0,0,2023-04-13,2023-08-13,0
CLT01115,43,Célibataire,Salarié,Grand Est,108,Assurance Santé,Confort,Web,173.31,0,0.0,1.0,1,1,4.0,0,2022-05-28,2022-10-08,0
CLT01116,32,Marié(e),Sans emploi,Bretagne,96,Assurance Habitation,Essentiel,Téléphone,45.17,0,0.0,1.0,1,0,4.0,0,2023-03-16,2024-02-04,0
CLT01117,72,En couple,Fonctionnaire,Nouvelle-Aquitaine,48,Assurance Habitation,Essentiel,Web,38.46,0,0.0,0.0,0,0,3.0,1,2022-09-11,2022-11-04,1
CLT01118,64,Célibataire,Retraité,Occitanie,48,Assurance Santé,Essentiel,Téléphone,132.13,1,764.09,0.0,2,0,4.0,1,2023-11-11,2024-04-16,0
CLT01119,73,Veuf/Veuve,Sans emploi,Bretagne,108,Assurance Auto,Essentiel,Téléphone,88.24,1,2239.39,1.0,3,0,5.0,0,2023-04-21,2023-07-21,0
CLT01120,34,Veuf/Veuve,Retraité,Hauts-de-France,168,Assurance Santé,Premium,Courtier,269.86,1,1082.16,1.0,1,0,3.0,0,2022-10-02,2024-05-19,0
CLT01121,29,En couple,Indépendant,Occitanie,72,Assurance Vie,Premium,Agence,128.5,0,0.0,1.0,1,0,3.0,0,2023-04-08,2024-06-22,0
CLT01122,48,Veuf/Veuve,Retraité,Nouvelle-Aquitaine,132,Assurance Habitation,Confort,Web,63.51,3,1304.3,0.0,3,0,5.0,0,2023-08-09,2023-10-28,1
CLT01123,65,Célibataire,Fonctionnaire,Auvergne-Rhône-Alpes,132,Assurance Santé,Confort,Agence,161.51,0,0.0,4.0,3,0,5.0,1,2023-04-01,2023-12-22,0
CLT01124,42,Marié(e),Retraité,Hauts-de-France,12,Assurance Santé,Essentiel,Agence,140.9,1,2782.82,1.0,2,0,,1,2023-04-07,2023-12-02,1
CLT01125,57,Marié(e),Fonctionnaire,Hauts-de-France,156,Assurance Vie,Confort,Courtier,91.4,1,2838.54,2.0,2,2,5.0,0,2023-01-27,2023-02-21,0
CLT01126,51,Célibataire,Fonctionnaire,Nouvelle-Aquitaine,144,Assurance Habitation,Confort,Web,67.04,1,2213.29,1.0,3,0,4.0,1,2022-03-26,2023-01-21,0
CLT01127,49,En couple,Salarié,Nouvelle-Aquitaine,120,Multirisque Pro,Premium,Agence,479.58,0,0.0,2.0,0,0,2.0,0,2022-05-02,2022-07-14,1
CLT01128,51,En couple,Fonctionnaire,Bretagne,168,Assurance Santé,Essentiel,Web,108.04,0,0.0,0.0,0,0,4.0,1,2022-09-14,2023-07-20,0
CLT01129,38,Célibataire,Fonctionnaire,Nouvelle-Aquitaine,144,Assurance Santé,Essentiel,Web,108.48,0,0.0,,2,0,5.0,1,2022-10-16,2023-10-05,1
CLT01130,35,En couple,Retraité,Hauts-de-France,108,Assurance Vie,Confort,Agence,98.1,0,0.0,3.0,1,0,4.0,1,2022-08-22,2023-04-11,1
CLT01131,74,Veuf/Veuve,Fonctionnaire,Hauts-de-France,96,Assurance Habitation,Confort,Web,74.28,0,33764.08,1.0,0,0,4.0,0,2022-03-29,2023-02-12,0
CLT01132,35,Veuf/Veuve,Retraité,Occitanie,12,Assurance Habitation,Confort,Téléphone,70.89,4,1467.81,2.0,0,1,4.0,0,2023-07-26,2023-08-10,0
CLT01133,45,Célibataire,Retraité,Nouvelle-Aquitaine,168,Assurance Santé,Essentiel,Web,131.15,0,0.0,2.0,1,1,5.0,0,2023-11-06,2024-06-06,0
CLT01134,51,Veuf/Veuve,Retraité,Grand Est,108,Assurance Santé,Confort,Web,151.15,1,2734.22,1.0,3,0,3.0,0,2023-12-09,2024-04-24,0
CLT01135,22,En couple,Indépendant,Île-de-France,84,Assurance Santé,Confort,Agence,159.54,1,1516.97,0.0,0,0,5.0,0,2022-12-05,2024-01-09,0
CLT01136,51,Veuf/Veuve,Indépendant,PACA,168,Assurance Vie,Essentiel,Téléphone,69.64,3,7888.73,0.0,1,0,4.0,0,2023-05-02,2023-06-26,0
CLT01137,42,Célibataire,Indépendant,Nouvelle-Aquitaine,144,Assurance Santé,Premium,Téléphone,285.53,1,712.19,,2,0,,0,2022-04-17,2024-03-08,0
CLT01138,33,Célibataire,Indépendant,Hauts-de-France,24,Multirisque Pro,Essentiel,Agence,225.2,1,911.81,3.0,0,1,1.0,0,2022-07-23,2022-10-02,1
CLT01139,65,Marié(e),Sans emploi,Occitanie,84,Assurance Vie,Confort,Web,97.46,0,0.0,1.0,3,1,5.0,0,2022-03-13,2023-06-21,0
CLT01140,61,Marié(e),Retraité,Auvergne-Rhône-Alpes,96,Assurance Auto,Confort,Agence,119.75,0,0.0,4.0,0,0,3.0,1,2023-02-05,2023-07-15,1
CLT01141,44,Célibataire,Retraité,Hauts-de-France,144,Assurance Auto,Essentiel,Téléphone,84.54,1,631.13,2.0,3,0,5.0,0,2022-07-31,2022-12-11,0
CLT01142,66,En couple,Sans emploi,Hauts-de-France,24,Assurance Habitation,Confort,Téléphone,61.99,0,0.0,1.0,1,0,3.0,0,2023-08-12,2024-01-17,0
CLT01143,62,En couple,Salarié,Nouvelle-Aquitaine,168,Multirisque Pro,Essentiel,Téléphone,228.83,0,0.0,2.0,1,0,4.0,1,2022-05-27,2023-08-26,0
CLT01144,35,Veuf/Veuve,Retraité,Bretagne,132,Assurance Auto,Confort,Web,134.01,1,2253.69,0.0,1,0,4.0,0,2023-04-19,2024-02-07,0
CLT01145,53,Veuf/Veuve,Fonctionnaire,Nouvelle-Aquitaine,72,Assurance Auto,Premium,Agence,190.48,0,0.0,2.0,2,2,4.0,0,2023-12-19,2024-06-18,1
CLT01146,33,En couple,Indépendant,Grand Est,84,Assurance Santé,Confort,Web,159.5,2,2232.6,0.0,1,0,3.0,0,2023-09-25,2024-05-03,0
CLT01147,34,Veuf/Veuve,Salarié,PACA,60,Assurance Vie,Confort,Web,86.84,4,11008.28,0.0,2,0,5.0,0,2022-09-03,2023-02-11,1
CLT01148,35,En couple,Retraité,PACA,24,Assurance Santé,Premium,Courtier,256.34,2,4222.81,0.0,1,0,4.0,0,2023-02-26,2024-03-22,0
CLT01149,73,Célibataire,Sans emploi,PACA,108,Multirisque Pro,Essentiel,Courtier,187.61,1,2354.56,0.0,1,0,4.0,1,2022-11-30,2024-01-23,0
CLT01150,34,Célibataire,Retraité,Occitanie,120,Assurance Vie,Essentiel,Courtier,53.96,0,0.0,2.0,3,0,2.0,0,2022-01-28,2022-04-12,0
CLT01151,66,En couple,Retraité,Grand Est,72,Assurance Vie,Confort,Courtier,80.16,0,0.0,0.0,2,0,2.0,0,2022-02-08,2022-02-18,0
CLT01152,42,Veuf/Veuve,Retraité,Bretagne,108,Assurance Santé,Essentiel,Web,139.03,1,388.15,0.0,0,0,4.0,0,2023-04-18,2023-05-22,0
CLT01153,22,En couple,Retraité,Hauts-de-France,60,Assurance Auto,Premium,Web,170.74,0,0.0,2.0,1,0,,1,2022-10-13,2023-03-27,1
CLT01154,42,Marié(e),Salarié,Auvergne-Rhône-Alpes,168,Assurance Habitation,Essentiel,Agence,50.29,1,398.82,3.0,0,0,1.0,1,2023-07-02,2024-01-18,1
CLT01155,50,En couple,Retraité,Nouvelle-Aquitaine,72,Assurance Habitation,Essentiel,Agence,44.99,0,0.0,0.0,0,1,4.0,1,2023-01-02,2023-07-03,1
CLT01156,70,Veuf/Veuve,Salarié,Occitanie,48,Assurance Habitation,Premium,Agence,86.3,0,0.0,1.0,0,0,5.0,0,2023-10-13,2023-12-04,0
CLT01157,73,Célibataire,Sans emploi,Hauts-de-France,36,Assurance Vie,Premium,Courtier,126.18,1,2299.96,1.0,2,0,4.0,0,2022-01-05,2022-02-23,0
CLT01158,61,En couple,Indépendant,Bretagne,36,Assurance Vie,Essentiel,Web,55.0,3,4977.65,5.0,3,0,5.0,1,2022-04-04,2022-04-20,0
CLT01159,23,En couple,Salarié,Bretagne,120,Assurance Vie,Essentiel,Agence,68.75,0,0.0,0.0,0,0,3.0,0,2022-08-14,2022-11-20,0
CLT01160,27,Veuf/Veuve,Sans emploi,Île-de-France,48,Assurance Habitation,Premium,Web,82.29,0,0.0,3.0,1,0,4.0,0,2022-04-21,2023-03-21,1
CLT01161,59,Veuf/Veuve,Retraité,Occitanie,36,Assurance Santé,Premium,Web,271.42,0,0.0,2.0,2,0,4.0,0,2022-05-04,2022-12-27,1
CLT01162,43,En couple,Salarié,Bretagne,144,Assurance Habitation,Essentiel,Courtier,41.15,1,358.77,1.0,1,0,3.0,1,2023-02-16,2024-01-16,0
CLT01163,55,Veuf/Veuve,Indépendant,Occitanie,132,Assurance Santé,Essentiel,Téléphone,129.25,2,4590.59,3.0,0,0,5.0,1,2022-03-09,2024-01-11,0
CLT01164,49,Célibataire,Indépendant,Île-de-France,48,Assurance Santé,Premium,Courtier,237.37,0,0.0,3.0,1,0,3.0,0,2023-02-25,2023-07-29,0
CLT01165,37,Marié(e),Salarié,Auvergne-Rhône-Alpes,48,Multirisque Pro,Confort,Agence,332.3,1,2546.85,1.0,3,0,4.0,0,2023-09-07,2024-02-20,0
CLT01166,37,En couple,Fonctionnaire,Bretagne,60,Assurance Vie,Premium,Web,130.66,2,4284.26,4.0,2,0,5.0,0,2023-11-14,2024-03-16,0
CLT01167,29,Veuf/Veuve,Sans emploi,Hauts-de-France,108,Assurance Auto,Confort,Agence,132.25,0,0.0,0.0,0,0,4.0,1,2023-10-18,2024-02-14,0
CLT01168,60,Célibataire,Sans emploi,Occitanie,132,Multirisque Pro,Premium,Agence,384.6,2,3181.65,1.0,3,0,4.0,0,2022-05-08,2023-03-20,0
CLT01169,47,Célibataire,Salarié,Occitanie,120,Assurance Habitation,Premium,Téléphone,78.01,2,2888.61,1.0,0,0,4.0,0,2022-05-21,2023-06-08,0
CLT01170,28,Veuf/Veuve,Indépendant,Auvergne-Rhône-Alpes,108,Assurance Vie,Confort,Web,77.72,0,0.0,0.0,2,0,4.0,0,2023-10-20,2023-10-29,0
CLT01171,61,En couple,Fonctionnaire,Bretagne,84,Assurance Habitation,Premium,Téléphone,95.33,0,0.0,0.0,3,0,4.0,0,2022-11-22,2023-01-01,0
CLT01172,70,En couple,Fonctionnaire,Île-de-France,156,Multirisque Pro,Confort,Courtier,316.27,0,0.0,2.0,1,0,2.0,0,2022-12-17,2023-08-22,0
CLT01173,33,En couple,Sans emploi,Occitanie,144,Assurance Habitation,Premium,Agence,99.95,0,0.0,0.0,3,0,4.0,1,2023-01-26,2023-12-21,1
CLT01174,26,Veuf/Veuve,Salarié,PACA,36,Assurance Habitation,Confort,Agence,67.36,0,0.0,1.0,3,0,4.0,0,2022-07-17,2022-09-08,0
CLT01175,46,En couple,Sans emploi,PACA,120,Assurance Habitation,Essentiel,Web,42.07,0,0.0,4.0,3,0,1.0,0,2023-07-17,2023-10-29,1
CLT01176,41,Veuf/Veuve,Fonctionnaire,Grand Est,120,Assurance Habitation,Premium,Agence,84.94,2,1327.03,2.0,0,0,3.0,0,2022-06-18,2024-06-25,0
CLT01177,44,En couple,Fonctionnaire,Auvergne-Rhône-Alpes,132,Assurance Habitation,Essentiel,Téléphone,50.83,2,3099.72,2.0,3,0,3.0,0,2022-10-20,2024-06-01,0
CLT01178,63,Veuf/Veuve,Salarié,Nouvelle-Aquitaine,96,Assurance Vie,Premium,Web,105.32,1,251.68,2.0,3,0,4.0,0,2023-01-04,2024-02-15,0
CLT01179,31,Veuf/Veuve,Sans emploi,Hauts-de-France,48,Assurance Vie,Essentiel,Téléphone,64.68,0,0.0,1.0,0,0,3.0,0,2023-09-17,2024-04-25,1
CLT01180,42,Veuf/Veuve,Salarié,Grand Est,60,Assurance Habitation,Confort,Agence,75.09,1,906.16,0.0,0,0,4.0,0,2022-11-04,2024-05-07,0
CLT01181,69,Veuf/Veuve,Retraité,Nouvelle-Aquitaine,72,Assurance Habitation,Premium,Web,100.8,0,0.0,3.0,3,0,1.0,0,2022-11-10,2024-02-17,0
CLT01182,63,Marié(e),Indépendant,PACA,168,Assurance Santé,Confort,Téléphone,199.19,0,0.0,3.0,2,0,4.0,0,2023-04-26,2023-08-04,0
CLT01183,42,Marié(e),Retraité,Île-de-France,120,Assurance Habitation,Essentiel,Agence,43.67,1,1149.02,2.0,2,0,4.0,0,2023-02-19,2024-06-06,0
CLT01184,67,Veuf/Veuve,Fonctionnaire,Grand Est,60,Assurance Vie,Confort,Courtier,74.25,0,0.0,2.0,3,0,5.0,0,2023-10-19,2023-11-24,1
